recordType,formTypeCd,reportTypeCd,reportInfoIdent,applicableYear,filerIdent,filerTypeCd,filerName,filerSort,dueDt,receivedDt,periodStartDt,periodEndDt,lobbyFormType,lobbySubjectmatterId,subjectMatterCd,subjectMatterCodeValue,subjectMatterDescr
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001579,80,Vehicles And Traffic,vehicles and traffic
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001609,46,Insurance,insurance
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001632,81,Water,water
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001648,31,Energy,energy
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001662,64,Property Interests,property interests
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001691,20,Corporations And Associations,corporations and associations
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001734,54,Mines And Mineral Resources,mines and mineral resources
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001739,65,Public Lands,public lands
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001762,41,Highways And Roads,highways and roads
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001782,75,Taxation,taxation
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001829,76,Tort Reform,tort reform
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001868,11,Business And Commerce,business and commerce
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001944,40,Health And Health Care,health and health care
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001957,28,Economic And Industrial Development,econimic and industrial development
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100001992,78,Transportation,transportation
SUB,LOBBYACT,LOBBYACTOCT,320217,2006,00010027,LOBB,"Sickels, Linda (Ms.)","SICKELS, LINDA (MS.)",20061010,20061006,20060901,20060930,LA-A4,100002074,32,Environment,environment
SUB,LOBBYACT,LOBBYACTANNUAL,398421,2008,00010038,LOBB,"Anderson, Gary (Mr.)","ANDERSON, GARY (MR.)",20090112,20090112,20080101,20081231,LA-A4,100002979,69,Retirement Systems,retirement systems
SUB,LOBBYACT,LOBBYACTANNUAL,398421,2008,00010038,LOBB,"Anderson, Gary (Mr.)","ANDERSON, GARY (MR.)",20090112,20090112,20080101,20081231,LA-A4,100002988,46,Insurance,insurance
SUB,LOBBYACT,LOBBYACTANNUAL,398421,2008,00010038,LOBB,"Anderson, Gary (Mr.)","ANDERSON, GARY (MR.)",20090112,20090112,20080101,20081231,LA-A4,100003018,73,State Employees Officers And Symbols,state employees officers and symbols
